id,short_name,name,legal_address,legal_inn,legal_kpp,legal_ogrn,region,branch
1409,Луганский юридический институт (филиал) ФГКОУ ВО УП РФ,Луганский юридический институт (филиал) федерального государственного казенного образовательного учреждения высшего образования «Университет Прокуратуры Российской Федерации»,"291000, Луганская Народная Республика, г Луганск, кв-л Молодежный, д 20А",7727615232,940343001,5077746832554,87,Да
1410,СПбЮИ (ф) УП РФ,Санкт-петербургский юридический институт (филиал) федерального государственного казенного образовательного учреждения высшего образования «Университет Прокуратуры Российской Федерации»,"190000, г Санкт-Петербург, Центральный р-н, Литейный пр-кт, д 44",7727615232,784102001,5077746832554,66,Да
1411,"ДОМОДЕДОВСКИЙ ФИЛИАЛ ""РОССИЙСКИЙ НОВЫЙ УНИВЕРСИТЕТ""",Домодедовский филиал автономной некоммерческой организации высшего образования «Российский Новый Университет»,"142003, Московская область, г Домодедово, мкр Западный, ул Талалихина, д 6",7709469701,500943001,1157700015846,85,Да
1412,"ЕЛЕЦКИЙ ФИЛИАЛ ""РОССИЙСКИЙ НОВЫЙ УНИВЕРСИТЕТ""",Елецкий филиал автономной некоммерческой организации высшего образования «Российский Новый Университет»,"399780, Липецкая область, г Елец, ул Ломоносова, д 13",7709469701,482143001,1157700015846,12,Да
1413,"КАМЕНСКИЙ ФИЛИАЛ ""РОССИЙСКИЙ НОВЫЙ УНИВЕРСИТЕТ""",Каменский филиал автономной некоммерческой организации высшего образования «Российский Новый Университет»,"347810, Ростовская область, г Каменск-Шахтинский, ул Винная, д 4А",7709469701,611443001,1157700015846,1,Да
1414,"ТАГАНРОГСКИЙ ФИЛИАЛ ""РОССИЙСКИЙ НОВЫЙ УНИВЕРСИТЕТ""",Таганрогский филиал автономной некоммерческой организации высшего образования «Российский Новый Университет»,"347900, Ростовская область, г Таганрог, ул Александровская, д 47",7709469701,615443001,1157700015846,1,Да
1415,"ТАМБОВСКИЙ ФИЛИАЛ ""РОССИЙСКИЙ НОВЫЙ УНИВЕРСИТЕТ""",Тамбовский филиал автономной некоммерческой организации высшего образования «Российский Новый Университет»,"392020, Тамбовская область, г Тамбов, ул Пензенская, д 61/175 к 3",7709469701,682943001,1157700015846,71,Да
1416,"ВЛАДИВОСТОКСКИЙ ФИЛИАЛ ""ДАЛЬНЕВОСТОЧНЫЙ ЮРИДИЧЕСКИЙ ИНСТИТУТ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""",Владивостокский филиал федерального государственного казенного образовательного учреждения высшего образования «Дальневосточный Юридический Институт Министерства Внутренних Дел Российской Федерации»,"690087, Приморский край, г Владивосток, Ленинский р-н, ул Котельникова, д 21",2723011600,253643001,1022701193855,27,Да
1417,"ФИЛИАЛ ""ВОРОНЕЖСКИЙ ЭКОНОМИКО-ПРАВОВОЙ ИНСТИТУТ"" В Г.ЛИПЕЦК",Филиал автономной некоммерческой образовательной организации высшего образования «Воронежский Экономико-правовой Институт» в г.Липецк,"398055, Липецкая область, г Липецк, Советский округ, проезд Сержанта Кувшинова, д 5Б",3666134884,482643002,1063600017337,12,Да
1418,Филиал ВЭПИ в г. Орёл,Филиал автономной некоммерческой образовательной организации высшего образования «Воронежский Экономико-правовой Институт» в г. Орёл,"302006, Орловская область, г Орёл, Железнодорожный р-н, ул Московская, д 155, помещ 1",3666134884,575143001,1063600017337,6,Да
1419,"ТЕХНОЛОГИЧЕСКИЙ ИНСТИТУТ - ФИЛИАЛ ""УЛЬЯНОВСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ИМЕНИ П.А. СТОЛЫПИНА""",Технологический институт - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Ульяновский Государственный Аграрный Университет Имени П.А. Столыпина»,"433511, Ульяновская область, г Димитровград, ул Куйбышева, д 310",7303009510,730202002,1027301181940,84,Да
1420,Филиал НИУ МЭИ в г. Конаково,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Национальный Исследовательский Университет  МЭИ» в г. Конаково,"171252, Тверская область, Конаковский р-н, г Конаково, ул Баскакова, д 3",7722019652,694943001,1027700251644,68,Да
1421,Филиал НИУ МЭИ в г. Смоленске,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Национальный Исследовательский Университет  МЭИ» в г. Смоленске,"214013, Смоленская область, г Смоленск, Энергетический проезд, д 1",7722019652,673002001,1027700251644,34,Да
1422,"РЫБИНСКИЙ ФИЛИАЛ ""МЕЖДУНАРОДНАЯ АКАДЕМИЯ БИЗНЕСА И НОВЫХ ТЕХНОЛОГИЙ (МУБИНТ)""",Рыбинский филиал образовательной организации высшего образования (частное учреждение) «Международная Академия Бизнеса И Новых Технологий (мубинт)»,"152935, Ярославская область, Рыбинский р-н, г Рыбинск, ул Моторостроителей, д 12",7604036644,761003001,1027600680469,49,Да
1423,"СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ""МОСКОВСКИЙ ИНСТИТУТ СОВРЕМЕННОГО АКАДЕМИЧЕСКОГО """,Северо-кавказский филиал автономной некоммерческой организации высшего образования «Московский Институт Современного Академического Образования»,"352031, Краснодарский край, Кущевский р-н, ст-ца Кущевская, ул Краснодарская, д 71А",7723399502,237143001,1157700010588,25,Да
1424,Филиал ИДК в Курской области,Филиал автономной некоммерческой организации высшего образования «Институт Деловой Карьеры» в Курской области,"305000, Курская область, г Курск, Центральный округ, ул Луначарского, зд 8",7709201704,463243001,1027700350413,83,Да
1425,Филиал ИДК в Оренбургской области,Филиал автономной некоммерческой организации высшего образования «Институт Деловой Карьеры» в Оренбургской области,"462431, Оренбургская область, г Орск, ул Орское шоссе, д 21",7709201704,561443001,1027700350413,4,Да
1426,Филиал ИДК в Пермском крае,Филиал автономной некоммерческой организации высшего образования «Институт Деловой Карьеры» в Пермском крае,"614026, Пермский край, г Пермь, Орджоникидзевский р-н, ул Таганрогская, д 11",7709201704,590743001,1027700350413,63,Да
1427,"КЕРЧЕНСКИЙ ФИЛИАЛ РЕСПУБЛИКИ КРЫМ ""КРЫМСКИЙ ИНЖЕНЕРНО-ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ ФЕВЗИ ЯКУБОВА""",Керченский филиал государственного бюджетного образовательного учреждения высшего образования республики крым «Крымский Инженерно-педагогический Университет Имени Февзи Якубова»,"298306, Республика Крым, г Керчь, ул Пятилетки 1-й, д 58/5",9102059433,911143001,1149102126678,60,Да
1428,"ИНСТИТУТ ЯДЕРНОЙ ЭНЕРГЕТИКИ (ФИЛИАЛ) ""САНКТ-ПЕТЕРБУРГСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ПЕТРА ВЕЛИКОГО"" В Г. СОСНОВЫЙ БОР",Институт ядерной энергетики (филиал) федерального государственного автономного образовательного учреждения высшего образования «Санкт-петербургский Политехнический Университет Петра Великого» в г. Сосновый бор,"188544, Ленинградская область, г Сосновый Бор, ул Солнечная, д 41",7804040077,472602001,1027802505279,52,Да
1429,ФИЛИАЛ СИБИРСКОЙ ПОЖАРНО-СПАСАТЕЛЬНОЙ АКАДЕМИИ ГОСУДАРСТВЕННОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ,"Филиал федерального государственного бюджетного образовательного учреждения высшего образования Сибирская пожарно-спасательная академия государственной противопожарной службы министерства российской федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий","660079, Красноярский край, г Красноярск, Свердловский р-н, ул 60 лет Октября, зд 97",2452042345,246443001,1157847144542,61,Да
1430,"ОКТЁМСКИЙ ФИЛИАЛ ""АРКТИЧЕСКИЙ ГОСУДАРСТВЕННЫЙ АГРОТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ""",Октёмский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Арктический Государственный Агротехнологический Университет»,"678011, Республика Саха (Якутия), Хангаласский улус, село Октемцы, пер Моисеева, д 16",1435047359,143103001,1021401044367,28,Да
1431,"АЗОВСКИЙ МОРСКОЙ ИНСТИТУТ (МАРИУПОЛЬСКИЙ ФИЛИАЛ ""СЕВАСТОПОЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"" В ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКЕ)",Азовский морской институт (мариупольский филиал федерального государственного автономного образовательного учреждения высшего образования «Севастопольский Государственный Университет» в Донецкой Народной Республике),"287510, Донецкая Народная Республика, г Мариуполь, ул Черноморская, д 19",9201012877,931043001,1149204039181,86,Да
1432,"ГУБКИНСКИЙ ФИЛИАЛ ""БЕЛГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ИСКУССТВ И КУЛЬТУРЫ""",Губкинский филиал государственного бюджетного образовательного учреждения высшего образования «Белгородский Государственный Институт Искусств И Культуры»,"309186, Белгородская область, г Губкин, ул Победы, д 4",3124014001,312743001,1023101655610,17,Да
1433,Котласский филиал ГУМРФ им. адм. С.О. Макарова,Котласский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Государственный Университет Морского И Речного Флота Имени Адмирала С.О. Макарова»,"165311, Архангельская область, Котласский р-н, г Котлас, ул Заполярная, д 19",7805029012,290443001,1037811048989,3,Да
1434,Мурманский филиал ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»,Мурманский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Государственный Университет Морского И Речного Флота Имени Адмирала С.О. Макарова»,"183031, Мурманская область, г Мурманск, ул Юрия Гагарина, д 21",7805029012,519002001,1037811048989,79,Да
1435,"БОФ ФГБОУ ВО ""ГУМРФ имени адмирала С.О. Макарова""",Беломорско-онежский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Государственный Университет Морского И Речного Флота Имени Адмирала С.О. Макарова»,"185003, Республика Карелия, г Петрозаводск, р-н Голиковка, ул Варламова, д 34",7805029012,100103001,1037811048989,65,Да
1436,Велико-устюгский филиал ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»,Велико-устюгский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Государственный Университет Морского И Речного Флота Имени Адмирала С.О. Макарова»,"162390, Вологодская область, Великоустюгский р-н, г Великий Устюг, пл Коммуны, д 14",7805029012,353843001,1037811048989,75,Да
1437,Арктический морской институт имени В.И. Воронин - филиал ГУМРФ им. адм. С.О. Макарова,Арктический морской институт имени В.И. Воронина - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Государственный Университет Морского И Речного Флота Имени Адмирала С.О. Макарова»,"163000, Архангельская область, г Архангельск, наб Северной Двины, д 111",7805029012,290143001,1037811048989,3,Да
1438,"СУЗДАЛЬСКИЙ ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ""",Суздальский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-петербургский Государственный Институт Культуры»,"601293, Владимирская область, Суздальский р-н, г Суздаль, ул Ленина, д 106",7825011824,331043001,1027809226610,41,Да
1439,"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ"" В Г. КИЗЛЯРЕ (РЕСП ДАГЕСТАН","Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-петербургский Государственный Экономический Университет» в г. Кизляре (респ дагестан, г Кизляр)","368802, Республика Дагестан, г Кизляр, пгт Комсомольский, ул Ленина, д 14",7840483155,054743001,1129847034570,16,Да
1440,Бирский филиал УУНиТ,Бирский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Уфимский Университет Науки И Технологий»,"452453, Республика Башкортостан, Бирский р-н, г Бирск, ул Интернациональная, д 10",0274975591,025743001,1220200037474,8,Да
1441,Нефтекамский филиал УУНиТ,Нефтекамский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Уфимский Университет Науки И Технологий»,"452681, Республика Башкортостан, г Нефтекамск, ул Трактовая, д 1",0274975591,026443001,1220200037474,8,Да
1442,Сибайский институт (филиал) УУНиТ,Сибайский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Уфимский Университет Науки И Технологий»,"453839, Республика Башкортостан, г Сибай, ул Белова, д 21",0274975591,026743001,1220200037474,8,Да
1443,филиал ФГБОУ ВО «УУНиТ» в г. Ишимбае,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Уфимский Университет Науки И Технологий» в г. Ишимбае,"453200, Республика Башкортостан, Ишимбайский р-н, г Ишимбай, ул Губкина, д 26",0274975591,026143001,1220200037474,8,Да
1444,филиал ФГБОУ ВО «УУНиТ» в г. Кумертау,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Уфимский Университет Науки И Технологий» в г. Кумертау,"453300, Республика Башкортостан, г Кумертау, ул Горького, зд 22А",0274975591,026243001,1220200037474,8,Да
1445,"ВОТКИНСКИЙ ФИЛИАЛ ""ИЖЕВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ М.Т. КАЛАШНИКОВА""",Воткинский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Ижевский Государственный Технический Университет Имени М.Т. Калашникова»,"427430, Удмуртская Республика, г Воткинск, ул П.И.Шувалова, д 1",1831032740,182802001,1021801145794,9,Да
1446,"САРАПУЛЬСКИЙ ПОЛИТЕХНИЧЕСКИЙ ИНСТИТУТ (ФИЛИАЛ) ""ИЖЕВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ М.Т. КАЛАШНИКОВА""",Сарапульский политехнический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Ижевский Государственный Технический Университет Имени М.Т. Калашникова»,"427960, Удмуртская Республика, г Сарапул, ул Красноармейская, д 93",1831032740,182702001,1021801145794,9,Да
1447,"ФИЛИАЛ ""ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ИСКУССТВ И КУЛЬТУРЫ"" В ГОРОДЕ КАМЫШИН",Филиал государственного образовательного бюджетного учреждения культуры высшего образования «Волгоградский Государственный Институт Искусств И Культуры» в городе Камышин,"403882, Волгоградская область, г Камышин, ул Октябрьская, д 42",3445045273,345343001,1023403850271,76,Да
1448,"БЕЛОВСКИЙ ИНСТИТУТ (ФИЛИАЛ) ""КЕМЕРОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""",Беловский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Кемеровский Государственный Университет»,"652600, Кемеровская область - Кузбасс, г Белово, ул Советская, д 41",4207017537,420202001,1034205005801,21,Да
1449,"КУЗБАССКИЙ ГУМАНИТАРНО-ПЕДАГОГИЧЕСКИЙ ИНСТИТУТ ""КЕМЕРОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""",Кузбасский гуманитарно-педагогический институт федерального государственного бюджетного образовательного учреждения высшего образования «Кемеровский Государственный Университет»,"654041, Кемеровская область - Кузбасс, г Новокузнецк, Центральный р-н, р-н Центральный, ул Циолковского, д 23",4207017537,421702001,1034205005801,21,Нет
1450,Арзамасский филиал РГУНХ,Арзамасский филиал федерального государственного бюджетного образовательного учреждения высшего образования министерства сельского хозяйства российской федерации «Российский Государственный Университет Народного Хозяйства Имени В.И.Вернадского»,"607220, Нижегородская область, г Арзамас, пр-кт Ленина, д 101",5001007713,524302001,1035000701834,53,Да
1451,Владимирский филиал РГУНХ,Владимирский филиал федерального государственного бюджетного образовательного учреждения высшего образования министерства сельского хозяйства российской федерации «Российский Государственный Университет Народного Хозяйства Имени В.И.Вернадского»,"601282, Владимирская область, Суздальский р-н, село Новоалександрово, ул Студенческая, д 4",5001007713,332543001,1035000701834,41,Да
1452,"КУЙБЫШЕВСКИЙ ФИЛИАЛ ""НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ""",Куйбышевский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Новосибирский Государственный Педагогический Университет»,"632387, Новосибирская область, Куйбышевский р-н, г Куйбышев, ул Молодежная, д 7",5405115489,545202001,1025401913558,46,Да
1453,ВОРОНЕЖСКИЙ ИНСТИТУТ ПРАВИТЕЛЬСТВЕННОЙ СВЯЗИ (ФИЛИАЛ) АКАДЕМИИ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ОХРАНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,Воронежский институт правительственной связи (филиал) Академии федеральной службы охраны российской федерации,"394042, Воронежская область, г Воронеж, ул Минская, д 2",5753014795,366143001,1025700833443,18,Да
1454,Нижнеломовский филиал ФГБОУ ВО «Пензенский государственный университет»,Нижнеломовский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Пензенский Государственный Университет»,"442151, Пензенская область, Нижнеломовский р-н, г Нижний Ломов, ул Островского, влд 3",5837003736,582702001,1025801440620,38,Да
1455,Сердобский филиал ФГБОУ ВО «Пензенский государственный университет»,Сердобский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Пензенский Государственный Университет»,"442894, Пензенская область, Сердобский р-н, г Сердобск, ул Ленина, зд 285А",5837003736,580502001,1025801440620,38,Да
1456,КИИУТ (филиал) ФГБОУ ВО «Пензенский государственный университет»,Кузнецкий институт информационных и управленческих технологий (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Пензенский Государственный Университет»,"442537, Пензенская область, г Кузнецк, ул Маяковского, зд 57А",5837003736,580302001,1025801440620,38,Да
1457,"СОЛИКАМСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ ИНСТИТУТ (ФИЛИАЛ) ""ПЕРМСКИЙ ГОСУДАРСТВЕННЫЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ""",Соликамский государственный педагогический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Пермский Государственный Национальный Исследовательский Университет»,"618547, ПЕРМСКИЙ КРАЙ, Г.О. СОЛИКАМСКИЙ, Г СОЛИКАМСК, УЛ СЕВЕРНАЯ, Д. 44",5903003330,591943001,1025900762150,63,Да
1458,Московский медицинский университет «Реавиз»,Филиал частного учреждения образовательной организации высшего образования «Медицинский Университет Реавиз В Городе Москва Московский Медицинский Университет Реавиз»,"117418, г Москва, р-н Черемушки, ул Профсоюзная, д 27 к 2",6317006620,772743001,1026301420716,14,Да
1459,Филиал «Реавиз» в г. Саратове,Филиал частного учреждения образовательной организации высшего образования «Медицинский Университет Реавиз В Городе Саратов Саратовский Медицинский Университет Реавиз»,"410004, Саратовская область, г Саратов, Октябрьский р-н, Дегтярная пл, д 1А",6317006620,645443001,1026301420716,73,Да
1460,Филиал «Реавиз» в г. Санкт-Петербург,Филиал частного учреждения образовательной организации высшего образования «Медицинский Университет Реавиз В Городе Санкт-петербурге Санкт-петербургский Медицинский Университет Реавиз»,"198095, г Санкт-Петербург, Кировский р-н, ул Калинина, д 8 к 2 литера а",6317006620,780543001,1026301420716,66,Да
1461,"ФИЛИАЛ ""САРАТОВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ ГАГАРИНА Ю.А."" В Г. ПЕТРОВСКЕ",Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Саратовский Государственный Технический Университет Имени Гагарина Ю.А.» в г. Петровске,"412541, Саратовская область, Петровский р-н, г Петровск, ул Гоголя, д 49",6454004110,644402001,1026403341139,73,Да
1462,"ТАМБОВСКИЙ ФИЛИАЛ ""МИЧУРИНСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ""",Тамбовский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Мичуринский Государственный Аграрный Университет»,"392000, ТАМБОВСКАЯ ОБЛАСТЬ, Г. ТАМБОВ, УЛ. СОВЕТСКАЯ, Д. 130, №3",6827002894,682943001,1026801063508,71,Да
1463,Северо-западный институт (филиал) МГЮА им. О.Е. Кутафина,Северо-западный институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Московский Государственный Юридический Университет Имени О.Е. Кутафина (мгюа)»,"160000, Вологодская область, г Вологда, ул Марии Ульяновой, д 18",7703013574,352502001,1027739180380,75,Да
1464,НТИ РГУ Косыгина,Новосибирский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Российский Государственный Университет Им. А.Н. Косыгина (технологии. Дизайн. Искусство)»,"630099, Новосибирская область, г Новосибирск, Центральный р-н, Красный пр-кт, д 35",7705001020,540602001,1027739119561,46,Да
1465,Филиал РГУ Косыгина в г. Твери,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Государственный Университет Им. А.Н. Косыгина (технологии. Дизайн. Искусство)» в г. Твери,"170100, Тверская область, г Тверь, ул Крылова, д 20",7705001020,695043001,1027739119561,68,Да
1466,Воронежский филиал РЭУ им. Г.В. Плеханова,Воронежский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Экономический Университет Имени Г.В. Плеханова»,"394036, Воронежская область, г Воронеж, ул Карла Маркса, д 67А",7705043493,366643001,1037700012008,18,Да
1467,Ивановский филиал РЭУ им. Г.В. Плеханова,Ивановский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Экономический Университет Имени Г.В. Плеханова»,"153025, Ивановская область, г Иваново, ул Дзержинского, д 53",7705043493,370243001,1037700012008,51,Да
1468,Краснодарский филиал РЭУ им. Г.В. Плеханова,Краснодарский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Экономический Университет Имени Г.В. Плеханова»,"350015, Краснодарский край, г Краснодар, ул Северная, д 360",7705043493,231043001,1037700012008,25,Да
1469,Оренбургский филиал РЭУ им. Г.В. Плеханова,Оренбургский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Экономический Университет Имени Г.В. Плеханова»,"460014, Оренбургская область, г Оренбург, Ленинский р-н, ул Ленинская, д 50/51, кв 53",7705043493,561043001,1037700012008,4,Да
1470,Пермский институт (филиал) РЭУ им. Плеханова,Пермский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Российский Экономический Университет Имени Г.В. Плеханова»,"614070, Пермский край, г Пермь, Мотовилихинский р-н, б-р Гагарина, д 57",7705043493,590643001,1037700012008,63,Да
1471,Севастопольский филиал РЭУ им. Плеханова,Севастопольский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Экономический Университет Имени Г.В. Плеханова»,"299053, г Севастополь, Гагаринский р-н, ул Вакуленчука, д 29",7705043493,920143001,1037700012008,54,Да
1472,Смоленский филиал РЭУ им. Плеханова,Смоленский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Экономический Университет Имени Г.В. Плеханова»,"214030, Смоленская область, г Смоленск, ул Нормандия-Неман, д 21",7705043493,673243001,1037700012008,34,Да
1473,Тульский филиал РЭУ им. Г.В. Плеханова,Тульский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Экономический Университет Имени Г.В. Плеханова»,"300012, Тульская область, г Тула, Центральный р-н, пр-кт Ленина, д 53",7705043493,710743001,1037700012008,45,Да
1474,ФГБОУ ВО «РЭУ им. Г.В. Плеханова»,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский Экономический Университет Имени Г.В. Плеханова»,"115054, г Москва, р-н Замоскворечье, Стремянный пер, д 36",7705043493,770501001,1037700012008,14,Нет
1475,РАНХиГС,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская Академия Народного Хозяйства И Государственной Службы При Президенте Российской Федерации»,"119571, г Москва, р-н Тропарево-Никулино, пр-кт Вернадского, д 82 стр 1",7729050901,772901001,1027739610018,14,Нет
1476,ФИЛИАЛ СЛАВЯНО-ГРЕКО-ЛАТИНСКОЙ АКАДЕМИИ В Г. ЛИКИНО-ДУЛЕВО,Филиал автономной некоммерческой организации высшего образования «Славяно-греко-латинская Академия» в г. Ликино-дулево,"142671, Московская область, г Орехово-Зуево, г Ликино-Дулёво, ул Калинина, д 1",7709973940,503443001,1167700064806,85,Да
1477,Иркутский филиал МГТУ ГА,Иркутский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский Государственный Технический Университет Гражданской Авиации» (мгту га),"664003, Иркутская область, г Иркутск, Октябрьский р-н, ул Коммунаров, д 3",7712029250,381102001,1027700116950,82,Да
1478,Ступинский филиал МАИ,Ступинский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский Авиационный Институт (национальный Исследовательский Университет)»,"142800, Московская область, г Ступино, ул Пристанционная, влд 4",7712038455,504543001,1037739180820,85,Да
1479,филиал «Взлет» МАИ в г. Ахтубинске,Филиал «Взлет» Федерального Государственного Бюджетного Образовательного Учреждения Высшего Образования Московский Авиационный Институт (национальный Исследовательский Университет)» в г.Ахтубинске,"416500, Астраханская область, Ахтубинский р-н, г Ахтубинск, ул Добролюбова, д 5",7712038455,300102001,1037739180820,64,Да
1480,филиал «Стрела» МАИ в г. Жуковском,Филиал «Стрела Федерального Государственного Бюджетного Образовательного Учреждения Высшего Образования Московский Авиационный Институт (национальный Исследовательский Университет)» в г.Жуковском московской области,"140181, Московская область, г Жуковский, ул Жуковского, д 8",7712038455,501343001,1037739180820,85,Да
1481,НИУ ВШЭ - Санкт-Петербург,Санкт-петербургский филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный Исследовательский Университет Высшая Школа Экономики»,"190121, г Санкт-Петербург, Адмиралтейский р-н, ул Союза Печатников, д 16",7714030726,783902001,1027739630401,66,Да
1482,Алтайский филиал Финуниверситета,Алтайский филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый Университет При Правительстве Российской Федерации»,"656038, Алтайский край, г Барнаул, Октябрьский р-н, пр-кт Ленина, д 54",7714086422,222443001,1027700451976,15,Да
1483,Владикавказский филиал Финуниверситета,Владикавказский филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый Университет При Правительстве Российской Федерации»,"362021, Республика Северная Осетия - Алания, г Владикавказ, ул Молодежная, д 7",7714086422,151343001,1027700451976,13,Да
