id вуза,Образовательное учреждение,Регион вуза,Всего студентов,Качественных студентов
102630,МГРИ,г. Москва,1,0
102633,ВГЛТУ им. Морозова,Воронежская область,1,1
102637,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж индустрии гостеприимства и менеджмента № 23»,г. Москва,1,0
102647,Медицинский колледж,Республика Марий Эл,1,0
102659,НГТУ им. Р. Е. АЛЕКСЕЕВА,Нижегородская область,1,0
102660,ЧГУ,Вологодская область,1,0
102668,Новгу ИНПО,Новгородская область,1,1
102680,Ргэу ринх,Ростовская область,1,0
102682,ПИУ им. П.А. Столыпина,Саратовская область,1,1
102699,МГМСУ им. Евдокимова,г. Москва,1,0
102705,Книту-кхти,Республика Татарстан,1,0
102706,ИжГСХА,Удмуртская Республика,1,1
102708,Юфу Химический факультет,Ростовская область,1,1
102709,Каи,Республика Татарстан,1,1
102711,Университет СПбУТУиЭ,г. Санкт-Петербург,1,0
102719,Спбутуиэ,г. Санкт-Петербург,1,0
102725,СПБУТУИЭ,г. Санкт-Петербург,1,0
102729,СПБУТУИЭ,г. Санкт-Петербург,1,0
102730,СПбутуиэ,г. Санкт-Петербург,1,0
102731,Книту-Кхти,Республика Татарстан,1,0
102732,БИТТ,Краснодарский край,1,1
102734,Казанский Приволжский Федеральный Университет,Республика Татарстан,1,0
102742,Химический факультет ЮФУ,Ростовская область,1,0
102749,СПбГУАП,Ленинградская область,1,1
102750,ЮФУ Химический Факультет,Ростовская область,1,1
102760,ПензГТУ,Пензенская область,1,0
102767,"ГАПОУ КО ""Калужский технический колледж""",Калужская область,1,0
102769,ЮФУ Химический факультет,Ростовская область,1,1
102775,Бгу иркутск,Иркутская область,1,0
102787,ПГНИУ,Пермский край,1,0
102788,ПГНИУ,Пермский край,1,1
102791,ПГНИУ,Пермский край,1,1
102792,ПГНИУ,Пермский край,1,0
102795,ПГНИУ,Пермский край,1,0
102796,ПГНИУ,Пермский край,1,0
102797,Агма,Амурская область,1,1
102800,Пгниу,Пермский край,1,0
102805,Московский государственный медико-стоматологический университет  им. А. И. Евдокимова,г. Москва,1,0
102808,Пгниу,Пермский край,1,0
102812,НГТУ им. Р.Е. Алексеева,Нижегородская область,1,1
102816,Хгф,Орловская область,1,0
102818,ПГНИУ,Пермский край,1,0
102819,"КФУ, Институт математики и механики им Н. И. Лобачевского",Республика Татарстан,1,1
102822,ФСПО,Орловская область,1,1
102829,фспо,Орловская область,1,1
102831,КФУ,Республика Татарстан,1,0
102833,ВКИ НГУ,Новосибирская область,1,0
102839,СтГАУ,Ставропольский край,1,0
102848,Кгэу,Республика Татарстан,1,1
102854,Стгау,Ставропольский край,1,1
102856,СтГАУ,Ставропольский край,1,1
102871,КГЭУ,Республика Татарстан,1,0
102873,КИУ,Республика Татарстан,1,0
102874,Кхти,Республика Татарстан,1,0
102879,кгэу,Республика Татарстан,1,1
102887,КНИТУ-КХТИ,Республика Татарстан,1,1
102893,СтГАУ,Ставропольский край,1,0
102895,СТГАУ,Ставропольский край,1,0
102897,СТГАУ,Ставропольский край,1,0
102902,СтГАУ,Ставропольский край,1,0
102905,Кубгау,Краснодарский край,1,0
102920,Кхти,Республика Татарстан,1,0
102928,КубГАУ,Краснодарский край,1,0
102938,Яргу им. Демидова,Ярославская область,1,0
102943,Белореченский индустриальный технологический техникум,Краснодарский край,1,0
102945,Краснодарское Президентское кадетское училище,Краснодарский край,1,1
102946,НГТУ им. Р.Е. Алексеева,Нижегородская область,1,0
102954,АГМА,Амурская область,1,0
102964,БИТТ,Краснодарский край,1,0
102966,1 09 2022,,1,0
102968,КИУ,Республика Татарстан,1,1
102977,Киу им.Тимирясова,Республика Татарстан,1,1
102982,Южный Федеральный Университет Химический факультет,Ростовская область,1,1
102985,ННГУ им. Алексеева,Нижегородская область,1,0
102989,Политехнический институт,Орловская область,1,0
102990,КубГАУ им. И. Т. Трубилина,Краснодарский край,1,0
102996,бисгу,Саратовская область,1,0
103003,мцк,Республика Татарстан,1,1
103006,БИФ КемГУ,Кемеровская область,1,1
103011,НГТУ им. Р. Е. Алексеева,Нижегородская область,1,0
103023,НГТУ им.Р.Е.Алексеева,Нижегородская область,1,0
103024,МГМСУ имени А. И. Евдокимова,г. Москва,1,0
103029,Московский Государсвенный университет пищевых производства,,1,1
103030,ЯрГУ имени П. Г. Демидова,Ярославская область,1,0
103031,ПГНИУ,Пермский край,1,0
103034,Костромской медицинский колледж С.А. Богомолова,Костромская область,1,0
103037,БИФ КемГу,Кемеровская область,1,0
103043,Кубгау,Краснодарский край,1,1
103044,КубГАУ,Краснодарский край,1,0
103045,нгту им алексеева,Нижегородская область,1,1
103046,КИУ,Республика Татарстан,1,1
103047,КНИТУ КХТИ,Республика Татарстан,1,1
103050,БелГУ ИОНиМК,Белгородская область,1,1
103052,СФУ ИППС,Красноярский край,1,1
103053,Московский Авиационный институт,Московская область,1,1
103055,МГМСУ им. Евдокимова,г. Москва,1,1
103056,Би Сгу,Саратовская область,1,0
103069,КИУ им В. Г. Тимирясова,Республика Татарстан,1,1
103076,ОГУ им Тургенева,Орловская область,1,0
103081,ПГНИУ,Пермский край,1,0
103086,КИУ,Республика Татарстан,1,0
103087,КГЭУ,Республика Татарстан,1,0
103088,МТКП МГТУ им. Баумана,г. Москва,1,1
103096,Пензенский ГАУ,Пензенская область,1,1
103097,КубГАУ,Краснодарский край,1,0
103102,КубГАУ,Краснодарский край,1,0
103105,Би сгу,Саратовская область,1,1
103109,Мткп,г. Москва,1,0
103110,МТКП им. Баумана,г. Москва,1,0
103111,МТКП МГТУ Им. Н.Э. Баумана,г. Москва,1,0
103115,фывфыв,Алтайский край,1,0
103117,МПЭК имени Г.В. Плеханова,г. Москва,1,0
103119,МГТУ МТКП им Н.Э. Баумана,г. Москва,1,0
103123,Белореченский Индустриально-технологический Техникум,Краснодарский край,1,0
103138,Университет ИТМО,г. Санкт-Петербург,1,0
103140,МТКП МГТУ ИМ. БАУМАНА,г. Москва,1,0
103141,МТКП МГТУ им. Н. Э. Баумана,г. Москва,1,1
103148,МТКП МГТУ им. Н. Э. Баумана,г. Москва,1,0
103150,МГТУ МТКП им. Н.Э. Баумана,г. Москва,1,0
103160,МТКП МГТУ им. Баумана,г. Москва,1,0
103162,МТКП МГТУ им. Н. Э. Баумана,г. Москва,1,0
103165,КИПУ,Республика Крым,1,1
103169,мгту мткп им баумана,г. Москва,1,0
103170,МГТУ имени Баумана,г. Москва,1,0
103175,Московский техникум космического приборостроения имени Н.Э. Баумана,г. Москва,1,0
103179,МТКП,г. Москва,1,0
103180,МТКП МГТУ им. Н.Э.Баумана,г. Москва,1,0
103182,ГАПОУ СО «Энгельсский медицинский колледж Св. Луки (Войно-Ясенецкого)»,Саратовская область,1,0
103188,Московский техникум космического приборостроения,г. Москва,1,0
103194,ПГНИУ,Пермский край,1,0
103197,МТКП МГТУ им. Н. Э. Баумана,г. Москва,1,0
103199,МТКП им.Баумана,г. Москва,1,0
103200,МТАП имени Баумана,г. Москва,1,1
103203,ПГАТУ,Пермский край,1,1
103207,Московский техникум космического приборостроения,г. Москва,1,0
103209,МТКП МГТУ им. Баумана,г. Москва,1,1
103212,Чгу им Ульянова,Чувашская Республика,1,1
103213,МТКП МГТУ им. Баумана,Московская область,1,0
103230,ПТГХ,Республика Карелия,1,1
103235,Уфимский лесотехнический техникум,Республика Башкортостан,1,1
103239,НГТУ им. Р.Е. Алексеева,Нижегородская область,1,1
103240,МТКП,г. Москва,1,0
103241,НГТУ имени Р.Е.Алексеева,Нижегородская область,1,1
103255,Казанский Федеральный университет,Республика Татарстан,1,0
103259,МТКП им.баумана,г. Москва,1,0
103264,НГТУ им. Р.Е. Алексеева,Нижегородская область,1,1
103267,МТКП имени Баумана,г. Москва,1,1
103270,МТКП МГТУ имени Н.Э.Баумана,г. Москва,1,0
103273,НГТУ им. Р. Е. Алексеева,Нижегородская область,1,1
103276,МТКП МГТУ им. Баумана,г. Москва,1,1
103286,1 курс,Вологодская область,1,0
103288,ПГНИУ,Пермский край,1,0
103298,НГТУ им. Р.Е.Алексеева,Нижегородская область,1,0
103300,КФУ,Республика Татарстан,1,0
103304,Строительно-политехнический колледж,Воронежская область,1,0
103306,московский авиационный институт,г. Москва,1,0
103307,МТКП МГТУ имени Н.Э. Баумана,г. Москва,1,1
103310,Яргу им Демидова,Ярославская область,1,0
103311,Многопрофильный колледж ТГТУ,Тамбовская область,1,1
103316,КХТИ,Республика Татарстан,1,1
103331,ПГНИУ,Пермский край,1,1
103334,МТКП МГТУ им. Н.Э.Баумана,г. Москва,1,1
103341,каи,Республика Татарстан,1,1
103347,МТКП МГТУ им.Баумана,г. Москва,1,0
103348,НГТУ им Р. Е. Алексеева,Нижегородская область,1,1
103350,Вгту СПК,Воронежская область,1,0
103377,ЧГУ,Вологодская область,1,0
103381,МГТУ имени Н. Э. Баумана,г. Москва,1,1
103383,ПензГТУ,Пензенская область,1,0
103393,НСгк,Чувашская Республика,1,1
103397,КНИТУ КХТИ,Республика Татарстан,1,1
103405,МГТУ имени Н.Э.Баумана,г. Москва,1,0
103408,КубГАУ,Краснодарский край,1,0
103411,ННГУ,Нижегородская область,1,0
103415,КубГау,Краснодарский край,1,0
103417,КГЭУ,Республика Татарстан,1,1
103429,МГМСУ имени А.И. Евдокимова,г. Москва,1,1
103438,МТКП МГТУ Им. Н. Э. Баумана,г. Москва,1,1
103447,ПГНИУ,Пермский край,1,1
103450,Пгниу,Пермский край,1,1
103451,ФБГОУ ВО Пензенский ГАУ,Пензенская область,1,1
103453,ФБГОУ ВО Пензенский ГАУ,Пензенская область,1,0
103456,КГТА,Владимирская область,1,1
103462,КГЭУ,Республика Татарстан,1,1
103465,Московский техникум космического приборостроения им.Баумана,г. Москва,1,0
103467,ГОУ ЛНР АСЭГ,Луганская Народная Республика,1,0
103469,СПБгик,г. Санкт-Петербург,1,1
103476,КНИТУ(КХТИ),Республика Татарстан,1,0
103478,КубГАУ,Краснодарский край,1,1
103482,НГТУ им.Алексеева,Нижегородская область,1,0
103497,Книту-кхти,Республика Татарстан,1,0
103499,КМТ им. В.П. Астафьева,Красноярский край,1,0
103504,КГЭУ,Республика Татарстан,1,0
103506,"Федеральное государственное учреждение СПБГЭТУ ""ЛЭТИ""",Ленинградская область,1,1
103509,Белгородский ГАУ имени В,Белгородская область,1,1
103513,Московский Авиационный институт,г. Москва,1,0
103521,Белгородский ГАУ имени В.Я. Горина,Белгородская область,1,1
103523,Межрегиональный юридический институт отделение СПО,Саратовская область,1,1
103527,НГТУ Р.Е. Алексеева,Нижегородская область,1,0
103529,СПОМЮИ,Саратовская область,1,1
103532,Межрегиональный Юридический Институт,Саратовская область,1,0
103558,НГТУ им.Алексеева,Нижегородская область,1,1
103559,МТКП МГТУ им. Н. Э. Баумана,г. Москва,1,1
103560,нгту им.алексеева,Нижегородская область,1,0
103565,ргрту,Рязанская область,1,1
103566,ЧувашскийГАУ,Чувашская Республика,1,1
103573,РГРТУ,Рязанская область,1,1
103586,ОУ ОЦ Развитие,Республика Дагестан,1,1
103601,НГТУ им. Алексеева,Нижегородская область,1,1
103603,битт,Краснодарский край,1,0
103606,МГТУ им,г. Москва,1,1
103607,Да,Сахалинская область,1,0
103612,Альметьевский политехнический техникум,Республика Татарстан,1,1
103620,мткп мгту им. н. э. баумана,г. Москва,1,0
103622,АГМА,Амурская область,1,0
103643,ЗабГУ ФКИИ,Забайкальский край,1,0
103646,МТКП МГТУ им. Н.Э Баумана,г. Москва,1,0
103647,ЧГУ им. Ульянова,Чувашская Республика,1,1
103654,КНИТУ КХТИ,Республика Татарстан,1,0
103655,ПГНИУ,Пермский край,1,1
103657,мткп,г. Москва,1,0
103660,Технология производства,Кемеровская область,1,1
103661,Кузбасский Гсха,Кемеровская область,1,0
103665,Кузбасский Гсха,Кемеровская область,1,1
103674,Агма,Сахалинская область,1,1
103678,УлГАУ,Ульяновская область,1,1
103681,УлГАУ,Ульяновская область,1,0
103687,ПиТОГУ,Хабаровский край,1,1
103689,УлГПУ,Ульяновская область,1,0
103694,ПИУ РАНХиГС,Брянская область,1,0
103697,УлГПУ,Ульяновская область,1,1
103698,Московский техникум космического приборостроения,г. Москва,1,1
103701,МТКП МГТУ им.Баумана,г. Москва,1,0
103707,МТКП им. Н.Э. Баумана,г. Москва,1,0
103708,ЗабГУу,Забайкальский край,1,0
103710,УлГПУ,Ульяновская область,1,1
103722,КХТИ,Республика Татарстан,1,0
103723,ККИ РУК,Республика Татарстан,1,0
103725,МТКП,г. Москва,1,0
103726,КФУ,Республика Татарстан,1,1
103728,Книту-Кхти,Республика Татарстан,1,1
103731,ИУЭФ,Республика Татарстан,1,0
103733,КФУ,Республика Татарстан,1,0
103736,КФУ,Республика Татарстан,1,0
103738,БГУ Иркутск,Иркутская область,1,1
103739,байкальский,Иркутская область,1,1
103744,ЗабГУ факультет физической культуры и спорта,Забайкальский край,1,0
103762,ПГНИУ,Пермский край,1,1
103765,УКАБ,Омская область,1,0
103767,Ижевская ГСХА,Удмуртская Республика,1,1
103768,Ижевская ГСХА,Удмуртская Республика,1,1
103773,Улгау,Ульяновская область,1,1
103774,ЭМК КГТА,Владимирская область,1,0
103778,ФБГОУ АО омский ГАУ,Омская область,1,0
103783,Межрегиональный юридический институт отделение СПО,Саратовская область,1,1
103784,УлГПУ,Ульяновская область,1,0
103785,Ижевская ГСХА,Удмуртская Республика,1,0
103789,Ижевская ГСХА (УдГАУ),Удмуртская Республика,1,0
103791,НИУ ИТМО,г. Санкт-Петербург,1,1
103799,МГТУ Имени Баумана,г. Москва,1,0
103827,чгу,Вологодская область,1,0
103836,Московский техникум космического приборостроения им. Н.Э.Баумана,г. Москва,1,0
103837,МТКП МГТУ имени Н.Э. Баумана,г. Москва,1,0
103845,АлтГУ,Алтайский край,1,1
103852,Мар Гу,Республика Марий Эл,1,0
103856,ПензГту,Пензенская область,1,1
103881,СПбУТУиЭ,Республика Татарстан,1,0
103890,архангелький государственный многопрофильный колледж,Архангельская область,1,0
103893,СПБУТУиЭ,г. Санкт-Петербург,1,0
103895,ПензГТУ,Пензенская область,1,0
103897,ОмГАУ,Омская область,1,1
103909,ПГУ ИРГЯИГТ,Ставропольский край,1,0
103910,Мининский университет,Нижегородская область,1,0
103911,Мининский университет,Нижегородская область,1,0
103915,Архангельский государственный многопрофильный колледж,Архангельская область,1,1
103917,нгпу им. козьмы минина,Нижегородская область,1,1
103920,Нгпу Мининский,Нижегородская область,1,1
103921,Нгпу Козьмы Минина,Нижегородская область,1,1
103933,УлГАУ,Ульяновская область,1,0
103938,ПГНИУ,Пермский край,1,1
103939,Мининский университет,Нижегородская область,1,0
103941,УлГПУ им. И.Н. Ульянова,Ульяновская область,1,0
103943,вологодский колледж сервиса,Вологодская область,1,0
103945,БГУ Петровского,Брянская область,1,1
103947,ЧГУ имени И. Н. Ульянова,Чувашская Республика,1,0
103951,РГУ им. А. Н. Косыгина,г. Москва,1,1
103954,Университетский Колледж Агробизнеса,Омская область,1,0
103955,университетский колледж агробизнеса,Омская область,1,1
103956,Университетский колледж агробизнеса,Омская область,1,1
103958,КФУ,Республика Татарстан,1,1
103959,МТКП МГТУ им. Н. Э. Баумана,г. Москва,1,0
103960,ОмГАУ,Омская область,1,0
103970,Кубгау,Краснодарский край,1,1
103978,УлГАУ имени Столыпина,Ульяновская область,1,0
103980,ФГБО САМГУПС,Саратовская область,1,0
103982,Кубгау,Краснодарский край,1,1
103993,КНИТУ КАИ им. Туполева ИРЭФ ЦТ,Республика Татарстан,1,0
104001,ОМГАУ,Омская область,1,1
104002,Инпо,Новгородская область,1,1
104003,КГЭУ,Республика Татарстан,1,1
104006,Кузбасской государственной сельскохозяйственной академии,Кемеровская область,1,0
104008,ИжГСХА,Удмуртская Республика,1,0
104035,КГЭУ,Республика Татарстан,1,1
104086,Юю 12,Ростовская область,1,1
104103,Ургэу синх,Свердловская область,1,0
104107,ФГБОУ ВО УрГэу СИНХ,Свердловская область,1,1
104115,"УдГУ, ИЕН, химия",Удмуртская Республика,1,1
104117,институт имени Шолом-Алейхема,Хабаровский край,1,1
104128,ургэу-синх,Свердловская область,1,0
104130,КУБГАУ,Краснодарский край,1,0
104136,ПГНИУ,Пермский край,1,1
104139,КУБ ГАУ,Краснодарский край,1,1
104140,Ижевская гсха,Удмуртская Республика,1,1
104143,кипу,Республика Крым,1,1
104151,Кхти,Республика Татарстан,1,0
104152,ФГБОУ ВО ИЖЕВСКАЯ ГСХА,Удмуртская Республика,1,0
104157,Кубгау,Краснодарский край,1,1
104159,пгниу,Пермский край,1,0
104162,ИТиСУ,Красноярский край,1,1
104163,КубГАУ,Краснодарский край,1,1
104164,КубГау,Краснодарский край,1,0
104170,Казанский инновационный университет,Республика Татарстан,1,0
104173,КубГАУ,Краснодарский край,1,0
104178,СПбУТУиЭ,г. Санкт-Петербург,1,0
104182,Кубгау,Краснодарский край,1,0
104183,СПБУТУИЭ,г. Санкт-Петербург,1,0
104192,Мининский уверситет,Нижегородская область,1,0
104207,ОзТК,Челябинская область,1,0
104211,СФУ ИМиФИ,Красноярский край,1,1
104214,Сибирская аквадемия права экономики и управления,Иркутская область,1,1
104219,Спбутуиэ,г. Санкт-Петербург,1,0
104220,нгпу им козьмы минина,Нижегородская область,1,1
104223,МЮИ,Саратовская область,1,0
104227,КубГАУ,Краснодарский край,1,0
104230,ЧувГу,Чувашская Республика,1,1
104234,КУБГАУ,Краснодарский край,1,0
104239,ПГНИУ,Пермский край,1,1
104251,Мининский университет,Нижегородская область,1,0
104252,КНИТУ-КХТИ,Республика Татарстан,1,1
104257,Нгсха,Нижегородская область,1,0
104276,НГСХА,Нижегородская область,1,0
104279,НГСХА,Нижегородская область,1,0
104283,ПГНИУ,Пермский край,1,1
104293,ИжГСХА,Удмуртская Республика,1,1
104294,ИжГСХА,Удмуртская Республика,1,0
104296,ТГУ им.Державина,Тамбовская область,1,1
104299,Ижгсха,Удмуртская Республика,1,0
104302,Санкт-Петербургский институт культуры,,1,0
104311,Красноярский колледж сферы услуг и предпринимательства,Красноярский край,1,0
104315,РГУ им А.Н.Косыгина,г. Москва,1,0
104319,СФУ ИНиГ,Красноярский край,1,1
104321,Сахгу ИФИиВ,Сахалинская область,1,0
104342,РГГРУ Им.Орджоникидзе,г. Москва,1,0
104356,НГСХА,Нижегородская область,1,0
104357,Многопрофильный колледж,Архангельская область,1,0
104358,РГУ КОСЫГИНА,г. Москва,1,1
104359,ОМГАУ,Омская область,1,0
104363,СПбУТУиЭ,Ленинградская область,1,0
104364,ПензГТУ,Пензенская область,1,1
104369,Пензенский ГАУ,Пензенская область,1,1
104372,Московский государственный университет спорта и туризма,г. Москва,1,1
104374,ПГНИУ,Пермский край,1,0
104381,Столичный Бизнес Колледж,г. Москва,1,0
104382,Тф ОмГАУ,Омская область,1,0
104383,Институт нефти и газа Сфу Красноярского края,Красноярский край,1,1
104391,КНИТУ-КАИ Г.КАЗАНЬ,Республика Татарстан,1,0
104398,РГУ им. А.Н.Косыгина,г. Москва,1,1
104409,СтГАУ,Ставропольский край,1,0
104411,КубГАУ,Краснодарский край,1,1
104420,Крымский многопрофильный инженерский университет,Республика Крым,1,1
104426,СМТ КГМТУ,Республика Крым,1,0
104430,КубГау,Краснодарский край,1,1
104434,УрГЭУ(СИНХ),Свердловская область,1,1
104442,РГУ КОСЫГИНА,г. Москва,1,0
104446,КубГАУ,Краснодарский край,1,1
104447,СФУ институт нефти и газа,Красноярский край,1,1
104457,СтГАУ,Ставропольский край,1,1
104460,МЮИ,Саратовская область,1,0
104467,НовГУ мм,Новгородская область,1,0
104469,ВГТУ г. Воронеж,Воронежская область,1,0
104470,СГЮА МЮИ,Саратовская область,1,0
104474,Кубгау,Краснодарский край,1,1
104477,Чирчикский академический лицей при Ташкентском химико-технологическом институте,,1,0
104480,Шк,Новгородская область,1,0
104488,Национальный колледж медицины и фармакологии в Кишиневе,,1,0
104489,СтГЮЮ,Ставропольский край,1,0
104507,Кубгау,Краснодарский край,1,1
104508,ду,г. Москва,1,0
104518,Чгу имени И.Н Ульянова,Чувашская Республика,1,0
104523,Рра,Владимирская область,1,0
104524,Кузгсха,Кемеровская область,1,0
104527,МГТУ имени Баумана,г. Москва,1,0
104557,БИТТ,Краснодарский край,1,0
104574,КГЭУ,Республика Татарстан,1,1
104575,ПГНИУ,Пермский край,1,0
104580,ЧГУ,Чувашская Республика,1,0
104583,КУБГАУ,Краснодарский край,1,1
104584,МТКП МГТУ им. Н. Э. Баумана,г. Москва,1,0
104591,СТГАУ,Ставропольский край,1,0
104596,Стгау,Ставропольский край,1,1
104597,СтГАУ,Ставропольский край,1,0
104614,Чгу,Чувашская Республика,1,1
104618,СТГАУ,Ставропольский край,1,1
104623,Нгту им. Р.Е. Алексеева,Нижегородская область,1,0
104627,Чгу,Чувашская Республика,1,0
104640,улгау,Ульяновская область,1,1
104642,УлГАУ,Ульяновская область,1,0
104644,КАиБ УлГАУ,Ульяновская область,1,0
104648,УЛГАУ,Ульяновская область,1,0
104653,Улгау,Ульяновская область,1,0
104655,Сельскохозяйственный колледж УГСХА,Ульяновская область,1,0
104656,Улгау,Ульяновская область,1,0
104660,Улгау,Ульяновская область,1,0
104663,КАиБ,Ульяновская область,1,0
104667,Казанский Федеральный университет,Республика Татарстан,1,0
104671,КФУ,Республика Татарстан,1,1
104673,Улгау,Ульяновская область,1,0
104676,Ульяновский ГАУ,Ульяновская область,1,0
104689,Белгу,Белгородская область,1,1
104690,Белгу,Белгородская область,1,1
104691,Казанский Федеральный Университет,Республика Татарстан,1,1
104698,УЛГАУ,Ульяновская область,1,1
104700,Т,Тамбовская область,1,0
104701,НИУ БеГУ,Белгородская область,1,0
104703,Белгу,Белгородская область,1,0
104704,Улгау,Ульяновская область,1,1
104707,улгау,Ульяновская область,1,0
104710,УлГАУ,Ульяновская область,1,1
104711,УлГАУ,Ульяновская область,1,0
104724,УлГАУ,Ульяновская область,1,1
104726,Улгау,Ульяновская область,1,0
104728,Книту-кхти,Республика Татарстан,1,0
104729,Ульяновский ГАУ,Ульяновская область,1,0
104733,Книту кхти,Республика Татарстан,1,0
104736,УЛГАУ,Ульяновская область,1,1
104740,Колледж агротехнологии и бизнеса,Ульяновская область,1,0
104748,КузГСХА,Кемеровская область,1,0
104749,ФГБОУ ВО БелГАУ им. В.Я. Горина,Белгородская область,1,1
104751,Юридический институт НИУ БелГУ,Белгородская область,1,0
104752,Улгау,Ульяновская область,1,0
104753,МГТУ  имени Н. Э. Баумана,г. Москва,1,1
104762,Ульяновский Государственный Аграрный колледж,Ульяновская область,1,0
104766,Улгау,Ульяновская область,1,0
104767,Улгау,Ульяновская область,1,0
104770,Механизации Сельского хозяйства,Ульяновская область,1,0
104773,КАиБ,Ульяновская область,1,0
104777,Улгау колледж,Ульяновская область,1,0
104783,ННГУ имени Н.И.Лобачевского,Нижегородская область,1,1
104784,УлГау,Ульяновская область,1,0
104785,Углгау,Ульяновская область,1,0
104786,УлГАУ,Ульяновская область,1,0
104787,Московское суворовское военное училище,г. Москва,1,0
104789,Н,Нижегородская область,1,1
104798,ГГПИ им. Короленко,Удмуртская Республика,1,1
104800,Колледж Агротехнологий и Бизнеса при Ульяновском государственном аграрном университете им. П.А. Столыпина,Ульяновская область,1,0
104807,Пензеский ГАУ,Пензенская область,1,1
104808,Улгау,Ульяновская область,1,0
104809,ЧГУ,Чувашская Республика,1,0
104810,Чгу им Ульянова,Чувашская Республика,1,0
104817,НИ ТГУ,Томская область,1,0
104824,Улгау,Ульяновская область,1,0
104831,ПензГту,Пензенская область,1,0
104833,кт пензгту,Пензенская область,1,0
104837,кт пенз гту,Пензенская область,1,1
104839,ПензГТУ,Пензенская область,1,0
104840,ПензГТУ,Пензенская область,1,0
104841,пензгту,Пензенская область,1,0
104849,НГТУ им Р.И.Алексеева,Нижегородская область,1,0
104850,Улгау,Ульяновская область,1,0
104854,УлГАУ,Ульяновская область,1,1
104855,СФУ ИНиГ,Красноярский край,1,0
104858,ГГПИ,Удмуртская Республика,1,0
104866,яргу Демидова,Ярославская область,1,0
104868,УлГАУ,Ульяновская область,1,0
104870,ННГУ,Нижегородская область,1,1
104877,Технология,Ульяновская область,1,0
104879,крымский инженерно-педагогический университет,Республика Крым,1,1
104882,ННГУ им,Нижегородская область,1,1
104891,ЧГУ,Чувашская Республика,1,1
104897,ЧГУ им М. Н Ульянова,Чувашская Республика,1,1
104901,КГТА,Владимирская область,1,0
104902,гбпоу царицыно,г. Москва,1,0
104906,КНИТУ бывш КХТИ,Республика Татарстан,1,0
104914,Сибирский Федеральный Университет,Красноярский край,1,1
104921,ННГУ им. Н,Нижегородская область,1,1
104922,Колледж агротехнологии и бизнеса,Ульяновская область,1,0
104929,ЯрГУ имени П. Г. Демидова,Ярославская область,1,1
104934,ЯрГУ Им. П.Г. Демидова,Ярославская область,1,0
104937,ЯрГУ им. П.Г. Демидова,Ярославская область,1,0
104942,МТКП им. Бауманова,Московская область,1,0
104954,Амурская ГМА,Амурская область,1,1
104955,"УлГАУ, КАиБ",Ульяновская область,1,0
104956,СФУ ИЦМИМ,Красноярский край,1,0
104958,ЧГУ,Чувашская Республика,1,1
104961,КГЭУ,Республика Татарстан,1,1
104964,"ФГБОУ ВО ""Самарский государственный университет путей сообщения"" , ФГБОУ ВО СамГУПС , СамНУПС",Самарская область,1,1
104975,КубГАУ,Краснодарский край,1,1
104976,Чгу,Чувашская Республика,1,1
104978,Улгау,Ульяновская область,1,0
104980,СтГАУ,Ставропольский край,1,0
104983,КУБГАУ,Краснодарский край,1,0
104984,университетский колледж агробизнеса,Омская область,1,0
104986,КубГАУ,Краснодарский край,1,1
105006,ННГУ им. Н.И. Лобачевского,Нижегородская область,1,1
105007,"ФБОУ ВО ""ЧГУ им.Ульянова""",Чувашская Республика,1,1
105008,Киу,Республика Татарстан,1,1
105009,Кубгау,Краснодарский край,1,0
105010,Стгау,Ставропольский край,1,0
105019,УЛГАУ,Архангельская область,1,0
105022,ЧГУ,Чувашская Республика,1,1
105023,ННГУ им. Лобачевскиго,Нижегородская область,1,0
105024,УдГАУ,Удмуртская Республика,1,0
105031,Кузбасская ГСХА,Кемеровская область,1,0
105042,КАиБ,Ульяновская область,1,0
105043,улгау,Ульяновская область,1,0
105044,УлГау,Ульяновская область,1,1
105047,УлГАУ,Ульяновская область,1,0
105056,Чебоксарский медицинской колледж,Чувашская Республика,1,1
105057,ФГБОУ ВО Ульяновский ГАУ | УлГАУ,Ульяновская область,1,0
105059,УлГАУ,Ульяновская область,1,0
105062,Донецкий Профессиональный Педагогический Колледж,,1,1
105065,Улгау,Ульяновская область,1,0
105066,УлГАУ,Ульяновская область,1,0
105068,УлГАУ,Ульяновская область,1,0
105072,Ульяновский ГАУ,Ульяновская область,1,0
105074,ТГУ им. Г. Р. Державина,Тамбовская область,1,0
105075,Улгау,Ульяновская область,1,0
105077,Ижгсха,Удмуртская Республика,1,1
105080,белгу,Белгородская область,1,0
105084,ТГУ им.Державина,Тамбовская область,1,0
105089,Лэ,г. Санкт-Петербург,1,0
105092,"ВК ""Политехник""",Чувашская Республика,1,1
105098,Чгу им.Ульянова,Чувашская Республика,1,0
105100,ФГБОУ ВО Ульяновский ГАУ,Ульяновская область,1,1
105102,Тгу им державина,Тамбовская область,1,0
105104,Тгу имени Г.Р.Державина,Тамбовская область,1,1
105109,ННГУ им. Лобачевского,Нижегородская область,1,1
105110,УлГАУ,Ульяновская область,1,1
105114,УлГАУ,Ульяновская область,1,0
105115,УлГАУ,Ульяновская область,1,0
105117,ТГУ им. Державина,Тамбовская область,1,0
105118,Ргу им А. Н. Косыгина,г. Москва,1,1
105121,Ульяновский ГАУ,Ульяновская область,1,0
